REGION,Start,End,RSI,CATEGORY,TERM1PCT,TERM2PCT,TERM3PCT,TERM4PCT,AREA0,POP0,AREA1,POP1,AREA2,POP2,AREA3,POP3,AREA4,POP4,STORM_ID,REGION_CODE,YEAR,MONTH, 
National,1965-03-16,1965-03-19,0,0,0,0,0,0,1048854,114194427,499546,63068727,183963,17960227,26465,1713027,1345,67537,19650316_19650319_1,110,1965,3, 
Northeast,1965-03-16,1965-03-19,0.234,0,0.994,0.006,0,0,174690,57062613,21353,3684613,76,8353,0,0,0,0,19650316_19650319_1,101,1965,3, 
Northern Rockies and Plains,1965-03-16,1965-03-19,0.574,0,0.952,0.048,0,0,446701,4332083,63906,671713,1278,17667,0,0,0,0,19650316_19650319_1,105,1965,3, 
Ohio Valley,1965-03-16,1965-03-19,0.761,0,0.616,0.384,0,0,101443,21827970,20075,9519170,3920,3886190,0,0,0,0,19650316_19650319_1,103,1965,3, 
South,1965-03-16,1965-03-19,0.002,0,1,0,0,0,18278,905135,365,5097,0,0,0,0,0,0,19650316_19650319_1,106,1965,3, 
Southeast,1965-03-16,1965-03-19,0.298,0,0.927,0.073,0,0,20517,4166230,9456,2676920,595,104280,0,0,0,0,19650316_19650319_1,104,1965,3, 
Upper Midwest,1965-03-16,1965-03-19,7.277,3,0.326,0.435,0.214,0.025,251128,23462961,219819,17294651,144601,11459551,13242,662851,221,11718,19650316_19650319_1,102,1965,3, 
National,1965-03-03,1965-03-07,0,0,0,0,0,0,1302875,165325963,626362,85084363,91477,8709963,1691,268383,9,782,19650303_19650307_1,110,1965,3, 
Northeast,1965-03-03,1965-03-07,0.379,0,0.797,0.203,0,0,152693,54378374,28080,4644274,3815,572414,0,0,0,0,19650303_19650307_1,101,1965,3, 
Northern Rockies and Plains,1965-03-03,1965-03-07,0.066,0,1,0,0,0,194141,2782408,8053,77438,0,0,0,0,0,0,19650303_19650307_1,105,1965,3, 
Ohio Valley,1965-03-03,1965-03-07,3.277,2,0.702,0.298,0,0,308913,46148108,190835,31516408,56401,5253708,19,578,0,0,19650303_19650307_1,103,1965,3, 
South,1965-03-03,1965-03-07,1.459,1,0.883,0.105,0.012,0,272664,15068844,106065,7839264,5612,310574,86,6810,0,0,19650303_19650307_1,106,1965,3, 
Southeast,1965-03-03,1965-03-07,0.382,0,0.934,0.066,0,0,123651,21633052,19344,2275952,970,77162,0,0,0,0,19650303_19650307_1,104,1965,3, 
Upper Midwest,1965-03-03,1965-03-07,1.248,1,0.944,0.056,0,0,248707,23438704,94024,10217404,3988,161704,0,0,0,0,19650303_19650307_1,102,1965,3, 
National,1965-02-22,1965-02-26,0,0,0,0,0,0,2214654,187372572,945184,83053572,151828,28785972,3786,733272,86,6526,19650222_19650226_1,110,1965,2, 
Northeast,1965-02-22,1965-02-26,0.075,0,1,0,0,0,163417,48759124,7418,987824,0,0,0,0,0,0,19650222_19650226_1,101,1965,2, 
Northern Rockies and Plains,1965-02-22,1965-02-26,0.993,0,0.971,0.029,0,0,448008,4191621,85394,1433361,1306,18481,0,0,0,0,19650222_19650226_1,105,1965,2, 
Ohio Valley,1965-02-22,1965-02-26,4.591,2,0.497,0.464,0.033,0.006,308903,46148008,198407,29794008,90881,17223308,1066,249508,57,5351,19650222_19650226_1,103,1965,2, 
South,1965-02-22,1965-02-26,1.639,1,0.632,0.359,0.009,0,434323,29963410,101183,5425610,15587,1486600,57,6550,0,0,19650222_19650226_1,106,1965,2, 
Southeast,1965-02-22,1965-02-26,0.15,0,1,0,0,0,109275,15749266,8168,953466,0,0,0,0,0,0,19650222_19650226_1,104,1965,2, 
Upper Midwest,1965-02-22,1965-02-26,2.66,1,0.414,0.547,0.039,0,178621,21812520,58361,12678090,29435,9286810,547,78870,0,0,19650222_19650226_1,102,1965,2, 
National,1965-01-14,1965-01-18,0,0,0,0,0,0,1169704,159770381,537758,113198481,92284,23038281,1508,458281,0,0,19650114_19650118_1,110,1965,1, 
Northeast,1965-01-14,1965-01-18,0.65,0,0.934,0.066,0,0,174642,57061581,25889,20716481,941,797281,0,0,0,0,19650114_19650118_1,101,1965,1, 
Northern Rockies and Plains,1965-01-14,1965-01-18,0.104,0,0.991,0.009,0,0,315073,3288945,15231,97805,28,781,0,0,0,0,19650114_19650118_1,105,1965,1, 
Ohio Valley,1965-01-14,1965-01-18,2.952,1,0.687,0.312,0.002,0,306309,46042162,151069,30603062,35999,8016462,38,6432,0,0,19650114_19650118_1,103,1965,1, 
South,1965-01-14,1965-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19650114_19650118_1,106,1965,1, 
Southeast,1965-01-14,1965-01-18,5.633,2,0.469,0.408,0.122,0.001,175324,27787773,116501,21245383,64665,10861383,6332,990113,19,976,19650114_19650118_1,104,1965,1, 
Upper Midwest,1965-01-14,1965-01-18,0.314,0,1,0,0,0,165637,21321670,29704,2230070,0,0,0,0,0,0,19650114_19650118_1,102,1965,1, 
National,1964-12-29,1965-01-03,0,0,0,0,0,0,1320712,156379414,698349,60291910,183618,10611410,62003,4084750,20478,1138650,19641229_19650103_1,110,1964,12, 
Northeast,1964-12-29,1965-01-03,0.498,0,1,0,0,0,148993,56407320,40429,9813320,0,0,0,0,0,0,19641229_19650103_1,101,1964,12, 
Northern Rockies and Plains,1964-12-29,1965-01-03,0.341,0,0.766,0.2,0.034,0,146042,989985,37805,255694,4968,26884,221,361,0,0,19641229_19650103_1,105,1964,12, 
Ohio Valley,1964-12-29,1965-01-03,0.052,0,1,0,0,0,85663,23018156,3632,834556,0,0,0,0,0,0,19641229_19650103_1,103,1964,12, 
South,1964-12-29,1965-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641229_19650103_1,106,1964,12, 
Southeast,1964-12-29,1965-01-03,0.076,0,1,0,0,0,28493,5292686,4132,487836,0,0,0,0,0,0,19641229_19650103_1,104,1964,12, 
Upper Midwest,1964-12-29,1965-01-03,0.269,0,0.977,0.023,0,0,165868,20368912,18105,2586312,384,11242,0,0,0,0,19641229_19650103_1,102,1964,12, 
National,1964-11-13,1964-11-15,0,0,0,0,0,0,1065639,45096265,623629,19524965,104239,3154765,10801,188355,2056,13106,19641113_19641115_1,110,1964,11, 
Northeast,1964-11-13,1964-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641113_19641115_1,101,1964,11, 
Northern Rockies and Plains,1964-11-13,1964-11-15,1.092,1,0.664,0.297,0.039,0,317062,1914897,120566,569927,27215,94235,566,3558,0,0,19641113_19641115_1,105,1964,11, 
Ohio Valley,1964-11-13,1964-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641113_19641115_1,103,1964,11, 
South,1964-11-13,1964-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641113_19641115_1,106,1964,11, 
Southeast,1964-11-13,1964-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641113_19641115_1,104,1964,11, 
Upper Midwest,1964-11-13,1964-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19641113_19641115_1,102,1964,11, 
National,1964-02-18,1964-02-21,0,0,0,0,0,0,818428,144983354,280141,76820554,121230,43742954,24130,4832654,1835,394934,19640218_19640221_1,110,1964,2, 
Northeast,1964-02-18,1964-02-21,2.498,1,0.668,0.282,0.05,0,174690,57062486,98848,46502086,28003,8096686,557,164506,0,0,19640218_19640221_1,101,1964,2, 
Northern Rockies and Plains,1964-02-18,1964-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640218_19640221_1,105,1964,2, 
Ohio Valley,1964-02-18,1964-02-21,1.463,1,0.411,0.31,0.247,0.031,306645,45687916,49722,8283016,23179,2993446,4103,258486,105,5198,19640218_19640221_1,103,1964,2, 
South,1964-02-18,1964-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640218_19640221_1,106,1964,2, 
Southeast,1964-02-18,1964-02-21,2.126,1,0.451,0.289,0.164,0.097,81608,14902735,43773,7469215,18383,2711895,3661,428045,672,98651,19640218_19640221_1,104,1964,2, 
Upper Midwest,1964-02-18,1964-02-21,0.155,0,0.599,0.329,0.072,0,192065,22082858,12214,298958,3373,70949,124,1487,0,0,19640218_19640221_1,102,1964,2, 
National,1964-01-15,1964-01-17,0,0,0,0,0,0,214726,18926361,107036,13193621,31251,6159051,172,26821,0,0,19640115_19640117_1,110,1964,1, 
Northeast,1964-01-15,1964-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640115_19640117_1,101,1964,1, 
Northern Rockies and Plains,1964-01-15,1964-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640115_19640117_1,105,1964,1, 
Ohio Valley,1964-01-15,1964-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640115_19640117_1,103,1964,1, 
South,1964-01-15,1964-01-17,4.676,2,0.385,0.493,0.121,0.002,214726,18926367,107036,13193627,39641,6861767,1595,287737,19,265,19640115_19640117_1,106,1964,1, 
Southeast,1964-01-15,1964-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640115_19640117_1,104,1964,1, 
Upper Midwest,1964-01-15,1964-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640115_19640117_1,102,1964,1, 
National,1964-01-09,1964-01-14,0,0,0,0,0,0,2020897,186725814,836147,113991110,302946,83613510,83040,29220110,23083,3936710,19640109_19640114_1,110,1964,1, 
Northeast,1964-01-09,1964-01-14,6.081,3,0.327,0.409,0.261,0.003,171442,57027901,124218,53140921,77677,37235821,9485,1219321,9,3351,19640109_19640114_1,101,1964,1, 
Northern Rockies and Plains,1964-01-09,1964-01-14,0.673,0,0.986,0.014,0,0,450997,4218276,46243,1098206,749,3196,0,0,0,0,19640109_19640114_1,105,1964,1, 
Ohio Valley,1964-01-09,1964-01-14,6.442,3,0.372,0.451,0.176,0.001,308904,46147818,220789,29244518,131859,22061448,11138,1206748,9,428,19640109_19640114_1,103,1964,1, 
South,1964-01-09,1964-01-14,0.316,0,0.535,0.465,0,0,188134,9490467,9907,1247147,711,526656,0,0,0,0,19640109_19640114_1,106,1964,1, 
Southeast,1964-01-09,1964-01-14,2.837,1,0.372,0.327,0.285,0.016,155172,25764621,49539,8009021,25870,4414671,3959,1706351,105,28621,19640109_19640114_1,104,1964,1, 
Upper Midwest,1964-01-09,1964-01-14,0.059,0,1,0,0,0,193026,22276936,6467,334736,0,0,0,0,0,0,19640109_19640114_1,102,1964,1, 
National,1963-12-31,1964-01-02,0,0,0,0,0,0,594321,122481788,413278,60723488,120259,18899688,7044,567488,48,5975,19631231_19640102_1,110,1963,12, 
Northeast,1963-12-31,1964-01-02,0.497,0,0.969,0.031,0,0,173354,56949519,49779,5538219,576,187469,0,0,0,0,19631231_19640102_1,101,1963,12, 
Northern Rockies and Plains,1963-12-31,1964-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19631231_19640102_1,105,1963,12, 
Ohio Valley,1963-12-31,1964-01-02,2.869,1,0.523,0.419,0.058,0,178803,26157530,126073,20316250,46541,10546780,1912,117380,0,0,19631231_19640102_1,103,1963,12, 
South,1963-12-31,1964-01-02,2.442,1,0.226,0.361,0.411,0.002,57025,4744422,39660,3673952,23659,2207592,6304,355782,9,242,19631231_19640102_1,106,1963,12, 
Southeast,1963-12-31,1964-01-02,4.083,2,0.472,0.31,0.204,0.015,170539,26064036,96628,13561536,43619,4661516,10004,824576,192,29811,19631231_19640102_1,104,1963,12, 
Upper Midwest,1963-12-31,1964-01-02,0.114,0,1,0,0,0,13300,6680320,3353,1592180,0,0,0,0,0,0,19631231_19640102_1,102,1963,12, 
National,1963-12-21,1963-12-24,0,0,0,0,0,0,1862083,161565720,821633,101550320,198917,46365320,6717,1003820,0,0,19631221_19631224_1,110,1963,12, 
Northeast,1963-12-21,1963-12-24,1.757,1,0.995,0.005,0,0,174690,57062539,99415,50350949,394,72349,0,0,0,0,19631221_19631224_1,101,1963,12, 
Northern Rockies and Plains,1963-12-21,1963-12-24,0.028,0,1,0,0,0,353926,2090187,3882,29207,0,0,0,0,0,0,19631221_19631224_1,105,1963,12, 
Ohio Valley,1963-12-21,1963-12-24,3.147,2,0.444,0.46,0.096,0,245746,32904257,145851,14191157,83318,7854537,1451,662327,0,0,19631221_19631224_1,103,1963,12, 
South,1963-12-21,1963-12-24,5.491,2,0.359,0.324,0.309,0.008,413316,21359529,212044,9232229,72814,3233939,11003,585789,76,2656,19631221_19631224_1,106,1963,12, 
Southeast,1963-12-21,1963-12-24,2.344,1,0.468,0.38,0.152,0,128312,22618835,52912,8061335,24620,4279145,4295,354805,0,0,19631221_19631224_1,104,1963,12, 
Upper Midwest,1963-12-21,1963-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19631221_19631224_1,102,1963,12, 
National,1962-03-08,1962-03-14,0,0,0,0,0,0,1966424,158412438,1182748,61452534,250859,13062134,19825,1947334,413,14814,19620308_19620314_1,110,1962,3, 
Northeast,1962-03-08,1962-03-14,1.029,1,0.543,0.452,0.005,0,154432,46895982,62753,4548482,27897,1474842,38,482,0,0,19620308_19620314_1,101,1962,3, 
Northern Rockies and Plains,1962-03-08,1962-03-14,2.76,1,0.74,0.257,0.003,0,467574,4489368,277190,2167598,31453,474738,96,896,0,0,19620308_19620314_1,105,1962,3, 
Ohio Valley,1962-03-08,1962-03-14,0.077,0,0.947,0.053,0,0,185838,34806923,1326,1777723,19,61273,0,0,0,0,19620308_19620314_1,103,1962,3, 
South,1962-03-08,1962-03-14,0.081,0,0.86,0.14,0,0,83828,2466436,12108,76146,788,4789,0,0,0,0,19620308_19620314_1,106,1962,3, 
Southeast,1962-03-08,1962-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620308_19620314_1,104,1962,3, 
Upper Midwest,1962-03-08,1962-03-14,3.067,2,0.492,0.479,0.023,0.006,250455,23472261,147686,10204361,67760,5254421,403,51271,9,2264,19620308_19620314_1,102,1962,3, 
National,1962-03-05,1962-03-09,0,0,0,0,0,0,879372,153363300,272962,60383700,114656,24458200,45282,8249200,20584,1799200,19620305_19620309_1,110,1962,3, 
Northeast,1962-03-05,1962-03-09,1.828,1,0.41,0.354,0.204,0.032,142218,55752214,49126,19164314,25245,7619514,2431,213124,57,5878,19620305_19620309_1,101,1962,3, 
Northern Rockies and Plains,1962-03-05,1962-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620305_19620309_1,105,1962,3, 
Ohio Valley,1962-03-05,1962-03-09,4.759,2,0.197,0.186,0.148,0.469,299312,44979316,76985,13003016,40544,6646166,7957,517386,5150,239753,19620305_19620309_1,103,1962,3, 
South,1962-03-05,1962-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620305_19620309_1,106,1962,3, 
Southeast,1962-03-05,1962-03-09,10.253,4,0.144,0.144,0.262,0.45,142026,25264340,67020,11529240,42351,6869150,21814,4297840,15452,2151810,19620305_19620309_1,104,1962,3, 
Upper Midwest,1962-03-05,1962-03-09,0.091,0,1,0,0,0,214187,22175860,4391,1091360,0,0,0,0,0,0,19620305_19620309_1,102,1962,3, 
National,1962-02-28,1962-03-07,0,0,0,0,0,0,1816175,183160870,956241,95189470,371061,39672670,110255,11244270,40265,2961480,19620228_19620307_1,110,1962,2, 
Northeast,1962-02-28,1962-03-07,1.764,1,0.428,0.336,0.203,0.033,142228,55753745,49308,19317945,24005,6627545,2316,212265,57,5878,19620228_19620307_1,101,1962,2, 
Northern Rockies and Plains,1962-02-28,1962-03-07,1.26,1,0.749,0.23,0.021,0,421167,4194744,108525,1178334,19883,126364,413,1577,0,0,19620228_19620307_1,105,1962,2, 
Ohio Valley,1962-02-28,1962-03-07,4.639,2,0.2,0.178,0.148,0.474,299793,45009103,75832,12876703,37296,6314613,7764,497363,5093,232043,19620228_19620307_1,103,1962,2, 
South,1962-02-28,1962-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620228_19620307_1,106,1962,2, 
Southeast,1962-02-28,1962-03-07,9.667,3,0.164,0.15,0.251,0.435,141795,25232050,72593,12295050,41467,6751230,21065,3682770,14616,1865710,19620228_19620307_1,104,1962,2, 
Upper Midwest,1962-02-28,1962-03-07,1.238,1,0.855,0.145,0,0,229640,22447187,95821,7965787,9494,514247,0,0,0,0,19620228_19620307_1,102,1962,2, 
National,1962-02-19,1962-02-23,0,0,0,0,0,0,1807239,165253337,982220,94443937,177044,21582241,18604,5416741,7591,804561,19620219_19620223_1,110,1962,2, 
Northeast,1962-02-19,1962-02-23,0.105,0,1,0,0,0,171288,56521701,12550,570701,0,0,0,0,0,0,19620219_19620223_1,101,1962,2, 
Northern Rockies and Plains,1962-02-19,1962-02-23,2.44,1,0.591,0.409,0,0,460367,4375886,121403,2198716,16750,933156,0,0,0,0,19620219_19620223_1,105,1962,2, 
Ohio Valley,1962-02-19,1962-02-23,0.804,0,0.995,0.005,0,0,231447,38374545,59995,12028545,38,54145,0,0,0,0,19620219_19620223_1,103,1962,2, 
South,1962-02-19,1962-02-23,0.105,0,1,0,0,0,52941,2080513,16116,227713,0,0,0,0,0,0,19620219_19620223_1,106,1962,2, 
Southeast,1962-02-19,1962-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620219_19620223_1,104,1962,2, 
Upper Midwest,1962-02-19,1962-02-23,2.676,1,0.874,0.126,0,0,248687,23459047,176612,21326837,17845,961937,0,0,0,0,19620219_19620223_1,102,1962,2, 
National,1962-02-13,1962-02-16,0,0,0,0,0,0,634317,109190372,270636,61893472,86624,20826872,23073,9029572,249,58242,19620213_19620216_1,110,1962,2, 
Northeast,1962-02-13,1962-02-16,2.26,1,0.561,0.437,0.003,0,155268,56758999,84443,31876299,33529,13664099,38,2899,0,0,19620213_19620216_1,101,1962,2, 
Northern Rockies and Plains,1962-02-13,1962-02-16,0.014,0,1,0,0,0,126630,1313922,874,23722,0,0,0,0,0,0,19620213_19620216_1,105,1962,2, 
Ohio Valley,1962-02-13,1962-02-16,0.005,0,1,0,0,0,81021,20050990,730,15590,0,0,0,0,0,0,19620213_19620216_1,103,1962,2, 
South,1962-02-13,1962-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620213_19620216_1,106,1962,2, 
Southeast,1962-02-13,1962-02-16,0.169,0,1,0,0,0,45849,7831310,6457,1529620,0,0,0,0,0,0,19620213_19620216_1,104,1962,2, 
Upper Midwest,1962-02-13,1962-02-16,1.045,1,0.613,0.387,0,0,222807,21292123,84548,2029623,26341,617853,0,0,0,0,19620213_19620216_1,102,1962,2, 
National,1962-01-19,1962-01-23,0,0,0,0,0,0,1081931,50711750,805298,36622850,433468,23404750,101971,5839950,17240,1071650,19620119_19620123_1,110,1962,1, 
Northeast,1962-01-19,1962-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620119_19620123_1,101,1962,1, 
Northern Rockies and Plains,1962-01-19,1962-01-23,1.64,1,0.423,0.389,0.167,0.021,321742,1791167,112792,568317,49818,220913,3920,20221,115,857,19620119_19620123_1,105,1962,1, 
Ohio Valley,1962-01-19,1962-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620119_19620123_1,103,1962,1, 
South,1962-01-19,1962-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620119_19620123_1,106,1962,1, 
Southeast,1962-01-19,1962-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620119_19620123_1,104,1962,1, 
Upper Midwest,1962-01-19,1962-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620119_19620123_1,102,1962,1, 
National,1962-01-07,1962-01-11,0,0,0,0,0,0,1414304,115467351,726178,45143847,162832,7117447,19508,1865107,884,32487,19620107_19620111_1,110,1962,1, 
Northeast,1962-01-07,1962-01-11,0.01,0,1,0,0,0,41130,28070325,980,125625,0,0,0,0,0,0,19620107_19620111_1,101,1962,1, 
Northern Rockies and Plains,1962-01-07,1962-01-11,2.539,1,0.472,0.426,0.101,0.001,293441,1765057,164004,1258588,61657,594177,3603,19487,9,50,19620107_19620111_1,105,1962,1, 
Ohio Valley,1962-01-07,1962-01-11,0.387,0,0.731,0.269,0,0,142016,14761510,26091,3453410,4689,795730,0,0,0,0,19620107_19620111_1,103,1962,1, 
South,1962-01-07,1962-01-11,3.214,2,0.596,0.399,0.005,0,414258,28595347,170481,10950647,49626,2469197,124,3637,0,0,19620107_19620111_1,106,1962,1, 
Southeast,1962-01-07,1962-01-11,3.111,2,0.871,0.129,0,0,188663,28901350,124718,20937420,11964,1784920,0,0,0,0,19620107_19620111_1,104,1962,1, 
Upper Midwest,1962-01-07,1962-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19620107_19620111_1,102,1962,1, 
National,1961-02-02,1961-02-09,0,0,0,0,0,0,1697509,113048862,901263,57347862,181263,11969562,13530,1456162,547,21512,19610202_19610209_1,110,1961,2, 
Northeast,1961-02-02,1961-02-09,0.495,0,0.699,0.286,0.016,0,51019,21728945,24197,8254245,6986,1061065,48,5485,0,0,19610202_19610209_1,101,1961,2, 
Northern Rockies and Plains,1961-02-02,1961-02-09,1.097,1,0.726,0.219,0.055,0,278488,3248836,85586,1047036,17874,91752,788,5237,0,0,19610202_19610209_1,105,1961,2, 
Ohio Valley,1961-02-02,1961-02-09,1.267,1,0.55,0.237,0.184,0.029,240115,29568891,65386,8294291,19642,1211091,2450,211930,57,12832,19610202_19610209_1,103,1961,2, 
South,1961-02-02,1961-02-09,5.533,2,0.527,0.42,0.053,0,377711,19219211,298303,14548391,108736,3540591,1633,113421,0,0,19610202_19610209_1,106,1961,2, 
Southeast,1961-02-02,1961-02-09,3.038,2,0.306,0.275,0.319,0.1,78215,14318468,41572,7375658,23160,4006008,8024,1531078,1201,110578,19610202_19610209_1,104,1961,2, 
Upper Midwest,1961-02-02,1961-02-09,0.024,0,1,0,0,0,78119,6082561,2940,97671,0,0,0,0,0,0,19610202_19610209_1,102,1961,2, 
National,1961-02-01,1961-02-05,0,0,0,0,0,0,1144608,156174900,571698,105138500,190335,65136700,85250,39635200,23669,15405300,19610201_19610205_1,110,1961,2, 
Northeast,1961-02-01,1961-02-05,8.567,3,0.243,0.372,0.375,0.01,152241,56690510,130667,55183250,103518,46030410,13444,4521410,86,8660,19610201_19610205_1,101,1961,2, 
Northern Rockies and Plains,1961-02-01,1961-02-05,0.675,0,0.984,0.016,0,0,267821,3136711,74833,842761,144,10335,0,0,0,0,19610201_19610205_1,105,1961,2, 
Ohio Valley,1961-02-01,1961-02-05,2.721,1,0.664,0.305,0.031,0,301215,45125942,138239,26653642,40948,5713442,768,106712,0,0,19610201_19610205_1,103,1961,2, 
South,1961-02-01,1961-02-05,0,0,1,0,0,0,58015,3128513,19,723,0,0,0,0,0,0,19610201_19610205_1,106,1961,2, 
Southeast,1961-02-01,1961-02-05,1.79,1,0.493,0.337,0.17,0,133636,23117128,42216,6552728,14318,3275848,2921,419698,0,0,19610201_19610205_1,104,1961,2, 
Upper Midwest,1961-02-01,1961-02-05,0.593,0,0.777,0.223,0,0,228929,23028197,51730,2416697,7918,278507,0,0,0,0,19610201_19610205_1,102,1961,2, 
National,1961-01-18,1961-01-21,0,0,0,0,0,0,777909,140019790,267187,76521790,100453,51843390,32866,28475490,1989,1469590,19610118_19610121_1,110,1961,1, 
Northeast,1961-01-18,1961-01-21,3.986,2,0.413,0.519,0.068,0,172768,57008892,88066,49432342,45541,38861642,720,522942,0,0,19610118_19610121_1,101,1961,1, 
Northern Rockies and Plains,1961-01-18,1961-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19610118_19610121_1,105,1961,1, 
Ohio Valley,1961-01-18,1961-01-21,0.862,0,0.635,0.299,0.067,0,296996,44721853,51576,6479853,16875,1028053,566,60145,0,0,19610118_19610121_1,103,1961,1, 
South,1961-01-18,1961-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19610118_19610121_1,106,1961,1, 
Southeast,1961-01-18,1961-01-21,1.291,1,0.564,0.426,0.011,0,87412,15041568,34067,5534158,12906,3015458,153,15358,0,0,19610118_19610121_1,104,1961,1, 
Upper Midwest,1961-01-18,1961-01-21,0.132,0,0.714,0.225,0.061,0,171893,18355518,12252,316218,2046,31720,76,2504,0,0,19610118_19610121_1,102,1961,1, 
National,1960-12-10,1960-12-13,0,0,0,0,0,0,949206,118689067,553889,85993467,146571,53848667,26273,33447067,211,715867,19601210_19601213_1,110,1960,12, 
Northeast,1960-12-10,1960-12-13,4.279,2,0.495,0.5,0.005,0,174181,57057113,139248,53867113,46310,40469113,19,58013,0,0,19601210_19601213_1,101,1960,12, 
Northern Rockies and Plains,1960-12-10,1960-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19601210_19601213_1,105,1960,12, 
Ohio Valley,1960-12-10,1960-12-13,1.274,1,0.801,0.143,0.056,0,233292,33031032,86826,13625132,11166,867732,836,46077,0,0,19601210_19601213_1,103,1960,12, 
South,1960-12-10,1960-12-13,2.357,1,0.543,0.347,0.11,0,242912,8015041,162073,4670661,46868,830121,3277,17126,0,0,19601210_19601213_1,106,1960,12, 
Southeast,1960-12-10,1960-12-13,1.656,1,0.296,0.304,0.399,0,65626,11050850,20325,4164020,11176,2872950,2056,1580160,0,0,19601210_19601213_1,104,1960,12, 
Upper Midwest,1960-12-10,1960-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19601210_19601213_1,102,1960,12, 
National,1960-03-14,1960-03-18,0,0,0,0,0,0,1880631,171057724,996069,100871724,232120,19535420,20354,2196620,0,0,19600314_19600318_1,110,1960,3, 
Northeast,1960-03-14,1960-03-18,0.689,0,1,0,0,0,174171,57056559,69095,8681659,9,1589,0,0,0,0,19600314_19600318_1,101,1960,3, 
Northern Rockies and Plains,1960-03-14,1960-03-18,2.672,1,0.465,0.534,0.001,0,441762,4432614,105681,1885884,28945,1285837,19,327,0,0,19600314_19600318_1,105,1960,3, 
Ohio Valley,1960-03-14,1960-03-18,3.194,2,0.454,0.408,0.138,0,304992,45748769,120019,19902169,59178,9876369,2806,810739,0,0,19600314_19600318_1,103,1960,3, 
South,1960-03-14,1960-03-18,7.314,3,0.144,0.203,0.577,0.076,220674,9629622,119711,4600212,65472,2460622,25764,1527126,509,53066,19600314_19600318_1,106,1960,3, 
